Palas,Precio,Marca,Color,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Forma,Superficie,Tipo de Juego,Jugador,score_lesion,score_nivel,score_lesion_ajustado,score_nivel_ajustado
BULLPADEL ELITE W MUJER MASTER FINAL 23,202.95,bullpadel,negro,3,2,0,1,2,0,1,2,mujer,0.40540540540540543,0.44444444444444453,0.40540540540540543,0.44444444444444453
NOX ML10 PRO CUP LUXURY SERIES 2022,139.95,nox,"blanco, gold",2,4,1,0,2,1,2,0,mixta,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
TECNIFIBRE WALL MASTER 365 BLANCO NEGRO,160.95,tecnifibre,"negro, blanco",2,4,1,0,2,1,2,0,mixta,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
VARLION BOURNE HEXAGON 8.8,51.95,varlion,"negro, rojo",0,4,0,0,2,3,1,0,mixta,0.1891891891891892,0.32163742690058483,0.2,0.35380116959064334
HARLEM EUPHORIA SOFT LADY,63.95,No data,"negro, morado",0,4,0,0,2,0,1,0,mujer,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
DUNLOP IMPACT CARBON PRO LTD BLK,69.95,dunlop,"negro, gris",2,4,1,0,2,0,2,2,mixta,0.24324324324324326,0.4269005847953218,0.31621621621621626,0.4269005847953218
BLACK CROWN PITON 5.0,57.95,black crown,"amarillo, morado",1,2,0,0,2,1,1,0,mixta,0.16216216216216217,0.2339181286549708,0.2,0.304093567251462
VIBOR-A BLACKHEAD FIBRA,64.95,vibor-a,negro,2,2,1,0,2,2,1,2,mixta,0.3783783783783784,0.35672514619883045,0.4162162162162163,0.3923976608187135
DUNLOP INFERNO GOLD,79.95,dunlop,"negro, gold",0,2,0,0,2,2,1,0,mixta,0.21621621621621623,0.2339181286549708,0.2810810810810811,0.304093567251462
DUNLOP INFERNO SILVER,79.94,dunlop,"negro, naranja, plateado",0,2,0,0,2,2,1,0,mixta,0.21621621621621623,0.2339181286549708,0.2810810810810811,0.304093567251462
DUNLOP GALAXY CARBON,224.95,dunlop,"negro, verde",1,4,0,0,2,2,2,0,mixta,0.13513513513513514,0.304093567251462,0.2,0.33450292397660825
DUNLOP GALACTICA LITE,184.95,dunlop,"negro, azul, plateado",0,4,0,0,2,2,2,0,mixta,0.13513513513513514,0.304093567251462,0.2,0.33450292397660825
HEAD FLASH PRO 2022,75.95,head,No data,3,1,1,0,1,3,1,0,mixta,0.2702702702702703,0.26315789473684215,0.35135135135135137,0.3421052631578948
AKKERON FURIA 2022,138.95,No data,No data,2,4,0,0,2,1,2,0,hombre,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
VARLION LW CARBON 8 PRISMA,127.95,varlion,"negro, verde",1,2,0,1,2,1,2,1,mujer,0.16216216216216217,0.304093567251462,0.2,0.33450292397660825
VARLION LW ONE,39.95,varlion,amarillo,1,2,1,2,1,1,1,1,hombre,0.32432432432432434,0.14035087719298248,0.35675675675675683,0.2
SOFTEE RUNA 3K HYBRID VERDE,152.95,softee,"negro, verde",0,4,0,0,2,0,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
BEACH TENNIS NOX ADVANCED SAND GREEN,134.95,nox,No data,2,4,1,1,2,0,2,2,mixta,0.24324324324324326,0.4269005847953218,0.31621621621621626,0.4269005847953218
HEAD RADICAL TOUR PICKLEBALL 226002,144.95,head,"negro, naranja",0,0,0,0,2,0,0,2,hombre,0.08108108108108109,0.2690058479532164,0.2,0.34970760233918136
DUNLOP RAPID POWER 2.0,39.95,dunlop,"negro, amarillo",2,2,0,0,1,0,1,2,hombre,0.32432432432432434,0.12280701754385967,0.35675675675675683,0.2
PICKLEBALL HEAD GRAVITY TOUR LITE 2023 200013,189.95,head,No data,0,1,1,2,2,0,0,3,hombre,0.32432432432432434,0.4795321637426901,0.35675675675675683,0.4795321637426901
PALA JOMA OPEN GREEN,59.95,joma,verde,2,4,1,1,1,2,1,3,mixta,0.3783783783783784,0.1929824561403509,0.4162162162162163,0.2
LOK CARB-ON FLOW 2024,250.0,No data,verde,1,2,0,2,2,1,2,1,hombre,0.32432432432432434,0.44444444444444453,0.35675675675675683,0.44444444444444453
LOK MAXX FLOW 2024,300.0,No data,blanco,2,2,0,2,2,1,2,2,mujer,0.4864864864864865,0.5672514619883041,0.4864864864864865,0.5672514619883041
LOK BE FLOW 2024,110.0,No data,"azul, verde",2,2,1,1,1,1,1,1,hombre,0.24324324324324326,0.08771929824561406,0.31621621621621626,0.2
SOFTEE POTENZA BLACK EDITION,110.0,No data,naranja,3,2,1,2,2,3,1,3,hombre,0.7567567567567568,0.7426900584795323,0.6054054054054054,0.7426900584795323
LOK BE HYPE 2024,189.95,softee,negro,3,4,0,0,2,3,1,0,mixta,0.35135135135135137,0.49707602339181295,0.38648648648648654,0.49707602339181295
LEGEND ODYSSEY,68.95,No data,"negro, azul",1,2,0,0,2,2,1,0,mixta,0.21621621621621623,0.2339181286549708,0.2810810810810811,0.304093567251462
BLACK CROWN SPECIAL 16K 2023,320.0,black crown,"negro, naranja",3,4,0,0,2,2,2,3,hombre,0.4594594594594595,0.584795321637427,0.4594594594594595,0.584795321637427
ROYAL PADEL RP 850 PURE WOMAN,144.95,royal padel,rosa,3,4,0,1,1,3,2,2,mujer,0.43243243243243246,0.36842105263157904,0.43243243243243246,0.405263157894737
NOX TL10 BY TINO LIBAAK 2024,219.95,royal padel,azul,2,0,1,1,1,2,2,2,mujer,0.21621621621621623,0.19298245614035092,0.2810810810810811,0.2
ROYAL PADEL 34 ANIVERSARIO LIGHT 2024,271.95,nox,No data,3,0,0,2,2,2,2,2,hombre,0.4594594594594595,0.6549707602339182,0.4594594594594595,0.6549707602339182
NOX VK10 BY ARANZAZU OSORO 2024,169.95,nox,No data,0,0,0,2,2,1,2,1,mujer,0.16216216216216217,0.44444444444444453,0.2,0.44444444444444453
PICKLEBALL ADIDAS PB ADIPOWER ATTK 3.2 GRIS AMARILLO PB1AA5U29,229.95,adidas,"amarillo, gris",0,0,0,3,2,0,2,1,mixta,0.24324324324324326,0.5146198830409358,0.31621621621621626,0.5146198830409358
ROYAL PADEL RP 850 PURE,297.95,royal padel,rosa,3,2,0,2,3,3,2,3,mujer,0.7567567567567568,0.9298245614035089,0.6054054054054054,0.9298245614035089
ROYAL PADEL R-LINE RACE LIGHT 2024,144.95,royal padel,verde,3,4,0,1,1,3,1,0,hombre,0.35135135135135137,0.26315789473684215,0.38648648648648654,0.3421052631578948
ROYAL PADEL M27 LTD 2024,297.95,royal padel,No data,1,0,0,2,2,1,2,1,hombre,0.16216216216216217,0.44444444444444453,0.2,0.44444444444444453
SIDE SPIN FOCUS 3K,147.95,No data,"negro, verde",3,2,0,0,2,3,2,0,mixta,0.43243243243243246,0.5672514619883041,0.43243243243243246,0.5672514619883041
BULLPADEL INDIGA W MUJER 2022,79.95,bullpadel,"negro, rosa",1,4,1,0,1,1,1,0,mujer,0.08108108108108109,0.0,0.2,0.2
ROYAL PADEL  760 CARRERA WOMAN,127.95,royal padel,"azul, rosa",1,4,1,1,2,1,2,1,mujer,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
STARVIE KENTA ETERNAL 2024,190.95,No data,"negro, gold",1,4,0,1,2,1,2,1,hombre,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
BULLPADEL ELITE COP 2023,249.95,bullpadel,"negro, rojo",2,2,0,2,2,2,2,2,mujer,0.5405405405405406,0.5672514619883041,0.5405405405405406,0.5672514619883041
NOX LA10 BY LEO AUGSBURGER 2024,199.95,nox,negro,3,0,0,2,2,3,2,3,mixta,0.5945945945945946,0.8128654970760234,0.5945945945945946,0.8128654970760234
STAR VIE RAPTOR PRO MASTER FINAL,179.0,No data,negro,0,2,0,0,2,1,2,2,hombre,0.24324324324324326,0.3391812865497077,0.31621621621621626,0.3730994152046785
STARVIE TRITON SOFT 2024,229.95,No data,"negro, plateado",3,4,0,1,2,2,2,3,hombre,0.4594594594594595,0.584795321637427,0.4594594594594595,0.584795321637427
ENEBE RS 8.1 SILVER,87.95,enebe,"negro, plateado",2,2,1,0,2,2,1,0,hombre,0.2972972972972973,0.32163742690058483,0.38648648648648654,0.35380116959064334
ENEBE RESPONSE 3K,184.95,enebe,verde,0,3,0,2,2,0,1,2,hombre,0.5675675675675675,0.4093567251461989,0.5675675675675675,0.4093567251461989
ENEBE MUSTANG 2024,234.95,enebe,negro,2,2,0,2,2,0,2,2,hombre,0.4864864864864865,0.5672514619883041,0.4864864864864865,0.5672514619883041
DUNLOP BLITZ ATTACK 2022,49.95,dunlop,"negro, azul, verde",2,4,1,0,2,2,2,0,mixta,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
PICKLEBALL HEAD EXTREME TOUR MAX 2023,154.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
PICKLEBALL HEAD GRAVITY TOUR SH 2023 200033,189.99,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
ASICS SPEED 2018 157527 0657,79.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
SIUX ORIGEN PRO 2.0 ROJO 3896,109.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
NOX NERBO WPT LUXURY SERIES 2022,189.95,nox,"gris, rojo",3,2,0,0,3,3,2,0,hombre,0.43243243243243246,0.6842105263157896,0.43243243243243246,0.6842105263157896
VIBOR-A TAIPAN CLASSIC EDITION,163.95,vibor-a,"negro, rojo",2,4,0,0,2,2,1,0,mixta,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
RS PADEL PRIME TEAM EDITION NEGRO AZUL MUJER,89.95,No data,"negro, azul",2,4,0,0,2,2,2,0,mujer,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
PALA BEACH TENNIS ADIDAS BT METALBONE 3.2 H14 ROJO,139.95,adidas,rojo,0,0,0,0,2,2,0,1,mixta,0.05405405405405406,0.2339181286549708,0.2,0.304093567251462
PICKLEBALL ADIDAS PB RX 44 PB3CA0U16,115.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
ROYAL PADEL AMERICA MASTER,123.95,royal padel,"negro, gold",2,0,1,0,2,2,2,0,mixta,0.13513513513513514,0.3918128654970761,0.2,0.43099415204678376
PICKLEBALL HEAD EXTREME TOUR LITE 2023,149.95,head,verde,0,0,0,1,2,3,0,1,hombre,0.10810810810810811,0.32163742690058483,0.2,0.35380116959064334
PICKLEBALL HEAD RADICAL PRO 226022,109.95,head,No data,2,0,1,2,2,0,1,3,mixta,0.40540540540540543,0.5672514619883041,0.40540540540540543,0.5672514619883041
PICKLEBALL HEAD EXTREME ELITE 2023,269.95,bullpadel,"blanco, azul",3,2,0,2,2,3,1,3,hombre,0.7567567567567568,0.7426900584795323,0.6054054054054054,0.7426900584795323
BULLPADEL HACK 03 CM FIN 23,69.95,head,verde,2,0,0,0,1,3,0,2,hombre,0.2702702702702703,0.21052631578947373,0.35135135135135137,0.27368421052631586
WILSON BELA PRO PADEL V2.5,271.95,wilson,rojo,3,2,0,3,3,3,2,2,hombre,0.7567567567567568,0.9298245614035089,0.6054054054054054,0.9298245614035089
LOK MAXX HYPE 2024,300.0,No data,"blanco, rojo",3,2,0,2,3,3,2,3,hombre,0.7567567567567568,0.9298245614035089,0.6054054054054054,0.9298245614035089
LOK EASY FLOW 2024,180.0,No data,verde,2,2,0,2,1,1,1,2,hombre,0.4864864864864865,0.26315789473684215,0.4864864864864865,0.3421052631578948
LOK CARB-ON HYPE 2024,250.0,No data,naranja,3,0,0,2,2,3,2,2,hombre,0.5135135135135136,0.7426900584795323,0.5135135135135136,0.7426900584795323
LOK EASY HYPE 2024,180.0,No data,"blanco, naranja",3,2,0,2,1,3,1,3,hombre,0.7567567567567568,0.5087719298245614,0.6054054054054054,0.5087719298245614
ROYAL PADEL R-LINE RACE 2024,297.95,royal padel,No data,3,2,0,2,3,3,2,3,hombre,0.7567567567567568,0.9298245614035089,0.6054054054054054,0.9298245614035089
ROYAL PADEL 777 RA,230.0,royal padel,"blanco, naranja",2,0,1,0,2,2,1,0,mixta,0.13513513513513514,0.32163742690058483,0.2,0.35380116959064334
ORYGEN EPIC 3 XTREME,59.95,orygen,"negro, naranja",2,4,0,0,2,0,1,0,mixta,0.16216216216216217,0.32163742690058483,0.2,0.35380116959064334
ENEBE RSX CARBON 2021,133.95,enebe,"negro, rojo",2,4,0,0,2,2,1,0,hombre,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
SOFTEE GALAXY,54.95,softee,"negro, amarillo",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
DROP SHOT CONQUEROR 9.0,194.95,drop shot,"negro, gris",2,2,0,0,2,2,2,2,hombre,0.3783783783783784,0.4269005847953218,0.4162162162162163,0.4269005847953218
WILSON PRO STAFF V2 PADEL 2,231.95,wilson,"negro, amarillo",1,4,0,0,2,1,2,0,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
ROYAL PADEL WHIP WOMAN 2024,220.95,royal padel,No data,1,0,1,1,2,1,2,1,mujer,0.0,0.304093567251462,0.2,0.33450292397660825
VIDAR OF BASTAD CC ELITE AIR,214.95,No data,"negro, blanco, rojo",2,3,0,0,2,2,2,0,mixta,0.4594594594594595,0.3918128654970761,0.4594594594594595,0.43099415204678376
ROYAL PADEL R-LINE CONTROL 2024,297.95,royal padel,verde,1,1,0,2,2,1,2,1,hombre,0.16216216216216217,0.44444444444444453,0.2,0.44444444444444453
VIDAR OF BASTAD CC TOUR X,154.95,No data,"negro, blanco",0,4,0,0,2,1,2,0,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
PICKLEBALL HEAD GRAVITY TOUR LH 2023,189.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
PICKLEBALL ADIDAS PB ADIPOWER ATTK TEAM NEGRO ROJO PB2AA0U17,184.95,adidas,"gris, rojo",3,3,0,3,2,0,0,3,hombre,0.8918918918918919,0.7251461988304094,0.7135135135135136,0.7251461988304094
PICKLEBALL HEAD RADICAL ELITE 226032,69.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
SIDE SPIN SS1 FIBER GLASS,57.95,No data,"negro, azul",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
PALA DE PÁDEL SIDE SPIN VEXA CARBON FRAME,71.95,No data,"negro, fucsia, rosa",1,2,0,0,2,1,2,0,mixta,0.16216216216216217,0.304093567251462,0.2,0.33450292397660825
DUNLOP GALACTICA TEAM,159.95,dunlop,negro,2,4,0,0,2,2,2,0,mixta,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
ENEBE VENOM 22 0011818,101.95,enebe,"negro, blanco",2,4,1,0,1,2,1,0,hombre,0.21621621621621623,0.08771929824561406,0.2810810810810811,0.2
VIBOR-A ASSASSIN ATTACK,61.95,vibor-a,"negro, naranja",3,4,0,0,2,3,1,0,hombre,0.35135135135135137,0.49707602339181295,0.38648648648648654,0.49707602339181295
VIBOR-A RUSSELL ADVANCE 2022,170.95,vibor-a,"negro, naranja",2,4,1,0,2,2,1,0,mixta,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
SIDE SPIN AW6 FCO 3K MATT,103.95,No data,"negro, rojo",1,2,0,0,2,1,2,0,mixta,0.16216216216216217,0.304093567251462,0.2,0.33450292397660825
SOFTEE FREEDOM,224.95,softee,"negro, amarillo",3,2,0,0,2,3,1,0,mixta,0.43243243243243246,0.49707602339181295,0.43243243243243246,0.49707602339181295
RS PADEL PRO EDITION SIMON VASQUEZ,298.95,No data,"negro, naranja",3,2,0,0,2,0,2,0,hombre,0.32432432432432434,0.4795321637426901,0.35675675675675683,0.4795321637426901
SOFTEE SPEED WHITE POWER,121.95,softee,"negro, blanco, plateado",2,4,0,0,2,2,2,0,mixta,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
DUNLOP GALAXY,79.95,dunlop,"negro, rojo",2,2,0,0,2,1,1,0,mixta,0.24324324324324326,0.32163742690058483,0.31621621621621626,0.35380116959064334
DUNLOP INFERNO ULTIMATE PRO WHITE,59.95,dunlop,"negro, blanco",2,4,1,0,2,0,1,2,mixta,0.24324324324324326,0.35672514619883045,0.31621621621621626,0.3923976608187135
PALA DE PÁDEL MUNICH ATMOSPHERE ROJO,67.95,No data,"negro, rojo",2,2,1,0,1,1,2,0,mixta,0.24324324324324326,0.1578947368421053,0.31621621621621626,0.2
VIBOR-A ASSASINS,173.95,vibor-a,"gris, azul",2,2,0,0,2,2,1,0,mixta,0.2972972972972973,0.32163742690058483,0.38648648648648654,0.35380116959064334
DUNLOP IMPACT CARBON PRO LTD WOMAN,69.95,dunlop,"gris, azul, rosa",2,2,0,0,2,0,2,2,mujer,0.32432432432432434,0.4269005847953218,0.35675675675675683,0.4269005847953218
SOFTEE WINNER PRO GALLAECIA,125.95,softee,"negro, verde",0,4,0,0,2,2,1,0,mixta,0.13513513513513514,0.2339181286549708,0.2,0.304093567251462
DUNLOP IMPACT PRO HL ORANGE,59.95,dunlop,"negro, naranja, azul",2,2,1,0,2,0,1,0,mixta,0.24324324324324326,0.32163742690058483,0.31621621621621626,0.35380116959064334
VIBOR-A VIPERA,64.95,vibor-a,"negro, rojo",2,4,1,0,1,1,2,2,hombre,0.24324324324324326,0.19298245614035092,0.31621621621621626,0.2
STARVIE TITANIA KEPLER SPEED 2.0 2023,69.95,No data,"negro, azul, rojo",1,4,1,0,2,1,2,1,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
J.HAYBER WARRIOR,192.95,No data,"negro, verde",2,4,0,2,2,1,1,1,hombre,0.32432432432432434,0.46198830409356734,0.35675675675675683,0.46198830409356734
DROP SHOT CONQUEROR 10 BT,146.95,drop shot,negro,2,4,0,0,2,0,2,2,hombre,0.24324324324324326,0.4269005847953218,0.31621621621621626,0.4269005847953218
